start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.264026900005527,3.264026900005527,4.765307799980044,4.765307799980044,4.755307799980044,4.882074500035494,5.255307799980044,5.782838400054723,5.765307799980044,5.782838400054723,7.784585299968719,8.785420400041156,sound1,1,0,vis,0.0,0.0,,0.5,-0.53,-1.62,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
9.886414500020445,9.886414500020445,,11.38764999999851,11.38764999999851,11.487779300028459,11.38764999999851,12.38851819997374,,12.38851819997374,14.390349899951369,15.391103799987585,catch,0,0,vis,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
15.474488099987619,15.474488099987619,16.975783799958414,16.975783799958414,16.975783799958414,17.07587180002313,16.975783799958414,17.976583099991082,17.975783799958414,17.976583099991082,19.97833380005043,20.979199200004338,catch,0,0,vis,,,,1.0,0.15,-2.1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
22.59724360000994,22.59724360000994,24.0985345000606,24.0985345000606,24.0985345000606,24.19862240000814,24.598981699973343,25.09936379997246,25.0985345000606,25.09936379997246,27.10113240005169,28.101960199952124,vis1,2,0,vis,1.0,1.0,,5.0,-0.17,-2.11,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
28.385538299984297,28.385538299984297,29.88679530000966,29.88679530000966,29.87679530000966,29.986924300037323,30.37679530000966,30.887690799959934,30.88679530000966,30.887690799959934,32.88938400004711,33.89038399997819,sound1,1,0,vis,2.0,2.0,,5.0,-0.53,-1.62,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
34.37400959997624,34.37400959997624,35.87526760000922,35.87526760000922,35.87526760000922,35.97537910002004,35.87526760000922,36.87618760002963,36.87526760000922,36.87618760002963,38.87786780001782,39.87871010002866,catch,0,0,vis,,,,5.0,0.15,-2.1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
40.0622220000457,40.0622220000457,41.56351389998756,41.56351389998756,41.56351389998756,41.663575199965386,42.06391730003245,42.56437210000306,42.56351389998756,42.56437210000306,44.56604580005817,45.5668801000081,vis1,2,0,vis,3.0,3.0,,1.0,0.15,-2.1,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
45.583609600036404,45.583609600036404,47.08486090001836,47.08486090001836,47.08486090001836,47.18497999997064,47.585324000052175,48.08574219997693,48.08486090001836,48.08574219997693,50.08749520005379,51.08831279999297,vis1,2,0,vis,4.0,4.0,,5.0,-0.17,-2.11,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
51.2718607000513,51.2718607000513,52.77310379997082,52.77310379997082,52.77310379997082,52.8731959999511,53.27350439999439,53.77395929996576,53.77310379997082,53.77395929996576,55.77562989999726,56.776520100023596,vis1,2,0,vis,5.0,5.0,,5.0,-0.53,-1.62,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
59.745746400041504,59.745746400041504,61.247005699967964,61.247005699967964,61.247005699967964,61.34711210005637,61.247005699967964,62.247839000026694,62.247005699967964,62.247839000026694,64.24955610006303,65.25040500000772,catch,0,0,vis,,,,0.5,-0.53,-1.62,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
