start_time,stim_start_time,stim_stop_time,stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash,flash_contrast
47.77655,47.77655,48.02695441635985,48.27724058364016,0,True,225.0,479.2336517082799,438.7227528471331,False,
48.29407941635985,48.29407941635985,48.544115583640156,48.79426441635985,1,True,225.0,798.722752847133,438.7227528471331,False,
48.811015583640156,48.811015583640156,49.06117941635985,49.31143058364016,2,True,180.0,-479.2336517082798,146.240917615711,False,
49.32806941635985,49.32806941635985,49.578320583640156,49.82845441635985,3,True,135.0,798.722752847133,-146.24091761571106,False,
49.84520558364016,49.84520558364016,50.09534941635985,50.34563058364016,4,True,315.0,798.722752847133,-146.24091761571106,False,
50.36223441635985,50.36223441635985,50.612500583640156,50.86266941635985,5,True,315.0,479.2336517082799,-146.24091761571106,False,
51.39641941635985,51.39641941635985,51.646705583640156,51.89685941635985,7,True,135.0,-798.722752847133,438.7227528471331,False,
51.91361058364016,51.91361058364016,52.16368441635985,52.41403558364016,8,False,,,,True,1.0
52.43065441635985,52.43065441635985,52.68094058364016,52.93105441635985,9,True,270.0,-798.722752847133,-438.7227528471331,False,
52.947805583640154,52.947805583640154,53.197964416359845,53.448215583640156,10,True,135.0,-159.74455056942656,438.7227528471331,False,
53.982010583640154,53.982010583640154,54.232149416359846,54.48243058364015,12,True,180.0,-479.2336517082798,-146.24091761571106,False,
54.499049416359846,54.499049416359846,54.74930058364016,54.99947941635985,13,True,315.0,159.74455056942668,438.7227528471331,False,
55.53321941635985,55.53321941635985,55.783525583640156,56.03364941635985,15,True,315.0,-159.74455056942656,146.240917615711,False,
56.05040058364016,56.05040058364016,56.30054441635985,56.55081058364016,16,True,0.0,798.722752847133,-146.24091761571106,False,
56.56743441635985,56.56743441635985,56.817680583640154,57.06783441635985,17,True,45.0,479.2336517082799,146.240917615711,False,
58.118790583640155,58.118790583640155,58.36893441635985,58.61920558364016,20,True,315.0,-798.722752847133,-438.7227528471331,False,
58.63561441635985,58.63561441635985,58.886115583640155,59.136249416359846,21,True,90.0,798.722752847133,438.7227528471331,False,
59.670009416359854,59.670009416359854,59.920275583640155,60.17044941635985,23,True,270.0,-159.74455056942656,146.240917615711,False,
60.70421441635985,60.70421441635985,60.954480583640155,61.20463941635985,25,False,,,,True,0.0
61.22139058364016,61.22139058364016,61.47145441635985,61.72179558364016,26,False,,,,True,1.0
61.73841441635985,61.73841441635985,61.98871558364016,62.23881941635985,27,True,180.0,798.722752847133,-146.24091761571106,False,
62.25557058364016,62.25557058364016,62.50570941635985,62.75599558364016,28,True,90.0,798.722752847133,-146.24091761571106,False,
62.77261441635985,62.77261441635985,63.022885583640154,63.273024416359846,29,True,225.0,798.722752847133,146.240917615711,False,
63.28977558364016,63.28977558364016,63.53990941635985,63.79018058364016,30,True,315.0,-479.2336517082798,-438.7227528471331,False,
63.80672441635985,63.80672441635985,64.05706058364015,64.30722941635985,31,True,180.0,798.722752847133,438.7227528471331,False,
64.84100941635984,64.84100941635984,65.09129058364016,65.34140441635984,33,True,315.0,-798.722752847133,438.7227528471331,False,
65.35815558364015,65.35815558364015,65.60831441635983,65.85859058364015,34,True,90.0,-798.722752847133,146.240917615711,False,
66.39237558364015,66.39237558364015,66.64248941635984,66.89277558364016,36,True,135.0,159.74455056942668,146.240917615711,False,
66.90938941635984,66.90938941635984,67.15966058364015,67.40980441635985,37,True,45.0,159.74455056942668,146.240917615711,False,
67.42655558364015,67.42655558364015,67.67669441635984,67.92695558364015,38,True,135.0,159.74455056942668,-146.24091761571106,False,
68.46075558364015,68.46075558364015,68.71086441635984,68.96116558364015,40,True,0.0,479.2336517082799,146.240917615711,False,
68.97756941635984,68.97756941635984,69.22783558364014,69.47819441635984,41,False,,,,True,-1.0
70.01197941635984,70.01197941635984,70.26226058364016,70.51239941635984,43,True,0.0,159.74455056942668,-146.24091761571106,False,
70.52915058364016,70.52915058364016,70.77929441635985,71.02956558364015,44,True,90.0,798.722752847133,146.240917615711,False,
71.56330058364016,71.56330058364016,71.81353441635984,72.06374558364016,46,False,,,,True,-1.0
72.08037441635985,72.08037441635985,72.33065058364015,72.58076941635984,47,True,180.0,-798.722752847133,438.7227528471331,False,
72.59752058364015,72.59752058364015,72.84759941635984,73.09795558364016,48,False,,,,True,1.0
73.11457441635984,73.11457441635984,73.36484558364015,73.61498441635985,49,True,270.0,479.2336517082799,-438.7227528471331,False,
