start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.0971700999741443,3.0971700999741443,4.5984499999992545,4.5984499999992545,4.5984499999992545,4.715648699997225,5.115585999979637,5.615972899986198,5.5984499999992545,5.615972899986198,7.617694599999347,8.618536099974998,vis1,2,0,vis,0.0,0.0,,1.0,-0.57,-1.5,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
9.45260279999068,9.45260279999068,10.954302199979546,10.954302199979546,10.954302199979546,11.053986399996328,10.954302199979546,11.954696299982723,11.954302199979546,11.954696299982723,13.956452499996638,14.957334199987352,catch,0,0,vis,,,,0.5,-0.21,-2.145,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
15.024057399985148,15.024057399985148,16.5252887999902,16.5252887999902,16.5252887999902,16.625376099991378,16.5252887999902,17.526156299989204,17.5252887999902,17.526156299989204,19.52788619997748,20.528769899983423,catch,0,0,vis,,,,5.0,-0.21,-2.145,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
21.062548399999038,21.062548399999038,22.56379099997296,22.56379099997296,22.55379099997296,22.663902399983023,23.05379099997296,23.56501989998808,23.56379099997296,23.56501989998808,25.56640599997784,26.567269499975488,sound1,1,0,vis,1.0,1.0,,5.0,-0.21,-2.145,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
26.667311399980214,26.667311399980214,28.168639499993994,28.168639499993994,28.168639499993994,28.268702899987808,28.168639499993994,29.16955039997422,29.168639499993994,29.16955039997422,31.171215199990662,32.17202459998382,catch,0,0,vis,,,,0.5,-0.57,-1.5,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
32.85594289998128,32.85594289998128,,34.35722859999235,34.35722859999235,34.457363499977625,34.35722859999235,35.358086000001755,,35.358086000001755,37.3598283999979,38.360685099972876,catch,0,0,vis,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
38.527495899974134,38.527495899974134,40.02877469999087,40.02877469999087,40.02877469999087,40.14555989998346,40.02877469999087,41.046279999989316,41.02877469999087,41.046279999989316,43.04802269998775,44.048937099994625,catch,0,0,vis,,,,1.0,0.12,-2.17,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
46.81795149998809,46.81795149998809,48.31921369999484,48.31921369999484,48.31921369999484,48.41926179998857,48.81960739999497,49.32007899997709,49.31921369999484,49.32007899997709,51.321767600000136,52.322612699974094,vis1,2,0,vis,2.0,2.0,,5.0,0.12,-2.17,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
52.556165399999124,52.556165399999124,54.05742399997846,54.05742399997846,54.05742399997846,54.157547299991826,54.05742399997846,55.05831109998119,55.05742399997846,55.05831109998119,57.06005280000111,58.06087649998674,catch,0,0,vis,,,,0.5,-0.21,-2.145,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
58.928302199996075,58.928302199996075,60.42954339998844,60.42954339998844,60.42954339998844,60.52964439997752,60.42954339998844,61.430430899994214,61.42954339998844,61.430430899994214,63.432178899974794,64.4330546999788,catch,0,0,vis,,,,0.5,0.12,-2.17,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
65.76748779999046,65.76748779999046,67.26874869998731,67.26874869998731,67.26874869998731,67.36884159997292,67.76922949998128,68.26961559998175,68.26874869998731,68.26961559998175,70.27138869997883,71.27223229999957,vis1,2,0,vis,3.0,3.0,,5.0,-0.21,-2.145,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
72.3901826999879,72.3901826999879,73.89107709998801,73.89107709998801,73.881077099988,73.99121129999706,74.381077099988,74.89195089997678,74.89107709998801,74.89195089997678,76.89366779998248,77.89454039999121,sound1,1,0,vis,4.0,4.0,,5.0,-0.57,-1.5,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
80.16319919998362,80.16319919998362,81.66444279999426,81.66444279999426,81.65444279999426,81.7645460000001,82.15444279999426,82.66530740000029,82.66444279999426,82.66530740000029,84.66701279997663,85.66786649998697,sound1,1,0,vis,5.0,5.0,,1.0,-0.57,-1.5,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
87.66954829998734,87.66954829998734,89.17087589999731,89.17087589999731,89.17087589999731,89.27096759997379,89.67128869999736,90.17173509999132,90.17087589999731,90.17173509999132,92.17345489999,93.17432469997742,vis1,2,0,vis,6.0,6.0,,0.5,0.12,-2.17,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
93.72473840000178,93.72473840000178,95.22607949999814,95.22607949999814,95.21607949999813,95.3261243999966,95.71607949999813,96.22691799998005,96.22607949999814,96.22691799998005,98.22865869999235,99.22948069999414,sound1,1,0,vis,7.0,7.0,,5.0,0.12,-2.17,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
99.93010139998817,99.93010139998817,101.43136629998638,101.43136629998638,101.42136629998637,101.53147479997436,101.92136629998637,102.43221249999782,102.43136629998638,102.43221249999782,104.43395549999853,105.43480329999305,sound1,1,0,vis,8.0,8.0,,0.5,-0.57,-1.5,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
105.76841169998237,105.76841169998237,107.26971889998252,107.26971889998252,107.26971889998252,107.36983049999411,107.77011369999103,108.27056869999227,108.26971889998252,108.27056869999227,110.2723100999808,111.27317309997464,vis1,2,0,vis,9.0,9.0,,5.0,-0.57,-1.5,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
111.43994489999908,111.43994489999908,112.94123079998256,112.94123079998256,112.94123079998256,113.0413450999856,112.94123079998256,113.94213949997514,113.94123079998256,113.94213949997514,115.9438401999739,116.94468090000167,catch,0,0,vis,,,,0.5,-0.57,-1.5,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
120.03064349998907,120.03064349998907,121.53192809999176,121.53192809999176,121.52192809999175,121.63198329998134,122.02192809999175,122.53276559999516,122.53192809999176,122.53276559999516,124.5345211999754,125.53536969997525,sound1,1,0,vis,10.0,10.0,,1.0,-0.21,-2.145,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
126.15257509999513,126.15257509999513,127.65381179998234,127.65381179998234,127.64381179998233,127.75391859998648,128.14381179998233,128.6546663999995,128.65381179998235,128.6546663999995,130.6563633999992,131.6572104999884,sound1,1,0,vis,11.0,11.0,,1.0,-0.57,-1.5,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
132.02419509998592,132.02419509998592,133.5255037999975,133.5255037999975,133.5255037999975,133.6255583999825,133.5255037999975,134.5263146000013,134.5255037999975,134.5263146000013,136.5280296999933,137.52888669999967,catch,0,0,vis,,,,1.0,0.12,-2.17,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
137.54557789999828,137.54557789999828,139.04682499997736,139.04682499997736,139.04682499997736,139.146900499976,139.04682499997736,140.047705099985,140.04682499997736,140.047705099985,142.04949249997455,143.05026169998175,catch,0,0,vis,,,,0.5,0.12,-2.17,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
143.45058990000118,143.45058990000118,144.95182349999388,144.95182349999388,144.95182349999388,145.05193789999768,145.45224969997955,145.95269099999288,145.95182349999388,145.95269099999288,147.95437869997997,148.9552178999963,vis1,2,0,vis,12.0,12.0,,5.0,-0.57,-1.5,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
150.38977709998446,150.38977709998446,151.89105289997835,151.89105289997835,151.89105289997835,151.99113939997343,152.39149459999473,152.8919111999946,152.89105289997835,152.8919111999946,154.89362609998508,155.8944940999879,vis1,2,0,vis,13.0,13.0,,5.0,-0.21,-2.145,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
160.414967599974,160.414967599974,161.91620469999336,161.91620469999336,161.91620469999336,162.016312499976,161.91620469999336,162.91705359999625,162.91620469999336,162.91705359999625,164.91874779997462,165.91956759998877,catch,0,0,vis,,,,0.5,-0.21,-2.145,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
167.4709409999866,167.4709409999866,168.97221139999758,168.97221139999758,168.97221139999758,169.07228249999181,168.97221139999758,169.97303679999615,169.97221139999758,169.97303679999615,171.9747354999797,172.97559119997615,catch,0,0,vis,,,,0.5,-0.21,-2.145,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
