start_time,stop_time,stim_start_time,stim_stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash,flash_contrast
197.10804000000002,197.60865302164302,197.10804000000002,197.358386978357,0,True,270.0,-159.74455056942656,438.7227528471331,False,
197.625306978357,198.12573697835703,197.625306978357,197.875568021643,1,True,0.0,798.722752847133,146.240917615711,False,
198.14249302164302,198.64287302164303,198.14249302164302,198.392576978357,2,True,135.0,-479.2336517082798,-146.24091761571106,False,
198.659491978357,199.159901978357,198.659491978357,198.909758021643,3,True,0.0,-798.722752847133,146.240917615711,False,
199.69367697835702,200.194106978357,199.69367697835702,199.943988021643,5,True,0.0,-159.74455056942656,-146.24091761571106,False,
200.210863021643,200.711278021643,200.210863021643,200.460966978357,6,True,90.0,479.2336517082799,-146.24091761571106,False,
200.72816697835702,201.228286978357,200.72816697835702,200.978143021643,7,True,0.0,798.722752847133,438.7227528471331,False,
201.24504302164303,201.74547302164302,201.24504302164303,201.495166978357,8,True,45.0,-159.74455056942656,146.240917615711,False,
201.762081978357,202.262471978357,201.762081978357,202.01235802164302,9,True,90.0,159.74455056942668,-438.7227528471331,False,
202.79668197835701,203.29690697835701,202.79668197835701,203.04686302164302,11,False,,,,True,1.0
203.313663021643,203.813848021643,203.313663021643,203.563561978357,12,True,225.0,798.722752847133,438.7227528471331,False,
203.830466978357,204.330871978357,203.830466978357,204.08073802164301,13,True,90.0,-159.74455056942656,438.7227528471331,False,
204.347628021643,204.848043021643,204.347628021643,204.597746978357,14,True,315.0,159.74455056942668,-146.24091761571106,False,
204.864671978357,205.36509197835701,204.864671978357,205.114953021643,15,True,180.0,-159.74455056942656,-438.7227528471331,False,
206.41604302164302,206.91647802164303,206.41604302164302,206.666161978357,18,True,270.0,-798.722752847133,-146.24091761571106,False,
206.933051978357,207.433486978357,206.933051978357,207.183348021643,19,True,135.0,798.722752847133,146.240917615711,False,
207.45024302164302,207.950663021643,207.45024302164302,207.700391978357,20,True,180.0,479.2336517082799,-438.7227528471331,False,
209.001456978357,209.501871978357,209.001456978357,209.25172302164302,23,True,90.0,798.722752847133,-146.24091761571106,False,
209.51862802164302,210.01902302164302,209.51862802164302,209.768766978357,24,True,135.0,-798.722752847133,-438.7227528471331,False,
210.03565697835703,210.53604197835702,210.03565697835703,210.285938021643,25,True,180.0,479.2336517082799,-146.24091761571106,False,
211.069871978357,211.570261978357,211.069871978357,211.320138021643,27,True,45.0,159.74455056942668,-146.24091761571106,False,
211.58701802164302,212.08744302164303,211.58701802164302,211.837136978357,28,True,0.0,-798.722752847133,-438.7227528471331,False,
212.11181197835703,212.621126978357,212.11181197835703,212.37099302164302,29,True,180.0,159.74455056942668,-146.24091761571106,False,
213.67207802164302,214.17250302164302,213.67207802164302,213.922211978357,32,True,45.0,159.74455056942668,438.7227528471331,False,
214.189086978357,214.689526978357,214.189086978357,214.439408021643,33,True,225.0,159.74455056942668,-438.7227528471331,False,
214.706283021643,215.20665802164302,214.706283021643,214.956416978357,34,True,270.0,159.74455056942668,-146.24091761571106,False,
215.74046302164302,216.240868021643,215.74046302164302,215.990611978357,36,True,270.0,159.74455056942668,146.240917615711,False,
216.257486978357,216.75792197835702,216.257486978357,216.507793021643,37,True,135.0,479.2336517082799,438.7227528471331,False,
216.774678021643,217.27506802164302,216.774678021643,217.02483197835699,38,True,225.0,159.74455056942668,438.7227528471331,False,
217.291676978357,217.792136978357,217.291676978357,217.541983021643,39,True,0.0,-159.74455056942656,-438.7227528471331,False,
218.32588197835702,218.826301978357,218.32588197835702,218.57618802164302,41,True,90.0,479.2336517082799,438.7227528471331,False,
