start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.4475234999933746,3.4475234999933746,4.948801800006302,4.948801800006302,4.948801800006302,5.06555939999246,4.948801800006302,5.9663123000152405,5.948801800006302,5.9663123000152405,7.9680819000147745,8.968864500007593,catch,0,0,vis,,,,0.5,-0.2,-1.865,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
10.603675800006139,10.603675800006139,12.104912499993342,12.104912499993342,12.104912499993342,12.205016300003743,12.104912499993342,13.10576760001434,13.104912499993342,13.10576760001434,15.107490400006762,16.108342900007962,catch,0,0,vis,,,,5.0,-0.2,-1.865,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
18.66056729999557,18.66056729999557,20.16182139999885,20.16182139999885,20.16182139999885,20.261947700005955,20.662262800012947,21.162661799995227,21.16182139999885,21.162661799995227,23.16436689999839,24.165279200018382,vis1,1,0,vis,0.0,0.0,,1.0,-0.2,-1.865,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
24.448860600017476,24.448860600017476,25.95012279999512,25.95012279999512,25.95012279999512,26.050197100013726,25.95012279999512,26.95098540001502,26.95012279999512,26.95098540001502,28.952670500011415,29.953534600013633,catch,0,0,vis,,,,0.5,-0.2,-2.078,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
30.453947800016728,30.453947800016728,31.95530080001638,31.95530080001638,31.95530080001638,32.05538300000783,32.455716200007124,32.95611229999643,32.95530080001638,32.95611229999643,34.95787140000332,35.95868510000012,vis1,1,0,vis,1.0,1.0,,0.5,-0.2,-1.78,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
36.20891690001893,36.20891690001893,37.71022640000749,37.71022640000749,37.71022640000749,37.81029020000435,38.211051600004545,38.711048100007,38.71022640000749,38.711048100007,40.71279170001228,41.713591799992834,vis1,1,0,vis,2.0,2.0,,0.5,-0.2,-2.12,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
41.763637600009794,41.763637600009794,43.26500819999794,43.26500819999794,43.26500819999794,43.36505309999641,43.26500819999794,44.26583729999559,44.26500819999794,44.26583729999559,46.26751230000239,47.26835120001645,catch,0,0,vis,,,,5.0,-0.2,-1.95,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
49.55367570001702,49.55367570001702,51.054977900008204,51.054977900008204,51.054977900008204,51.155017399994655,51.55539980001934,52.05582380001736,52.054977900008204,52.05582380001736,54.0575260999992,55.05840710001369,vis1,1,0,vis,3.0,3.0,,1.0,-0.2,-1.78,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
56.025907900018616,56.025907900018616,57.52719180001598,57.52719180001598,57.52719180001598,57.62727150001749,58.02764920000639,58.528004200002876,58.52719180001598,58.528004200002876,60.529783000014255,61.53063490001089,vis1,1,0,vis,4.0,4.0,,0.5,-0.2,-2.035,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
61.81420360000059,61.81420360000059,63.31542370000691,63.31542370000691,63.31542370000691,63.41556740000099,63.31542370000691,64.31635519999848,64.3154237000069,64.31635519999848,66.31806920001121,67.31885740001756,catch,0,0,vis,,,,0.5,-0.2,-1.865,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
68.58667490000674,68.58667490000674,70.08794050001028,70.08794050001028,70.08794050001028,70.18801980000875,70.08794050001028,71.08880189999194,71.08794050001028,71.08880189999194,73.09050500000897,74.09134880000214,catch,0,0,vis,,,,0.5,-0.2,-1.61,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
75.12558760000114,75.12558760000114,76.62689960000874,76.62689960000874,76.62689960000874,76.7269978000056,76.62689960000874,77.62775720001967,77.62689960000874,77.62775720001967,79.62948450001726,80.63028839999764,catch,0,0,vis,,,,1.0,-0.2,-2.035,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
81.14741270000535,81.14741270000535,82.64870910001058,82.64870910001058,82.64870910001058,82.7491241000041,83.1491336000124,83.64958209999325,83.64870910001058,83.64958209999325,85.65128709999566,86.65211360000261,vis1,1,0,vis,5.0,5.0,,0.5,-0.2,-1.95,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
