start_time,stop_time,stim_start_time,stim_stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash,flash_contrast
272.5666518847525,273.0670718847525,272.5666518847525,272.8167931152475,2,True,0.0,479.2336517082799,438.7227528471331,False,
273.0840881152475,273.58409811524746,273.0840881152475,273.3342218847525,3,False,,,,True,1.0
273.6008518847525,274.10129188475247,273.6008518847525,273.8509281152475,4,False,,,,True,1.0
274.11789811524744,274.6183081152475,274.11789811524744,274.3681718847525,5,True,225.0,159.74455056942668,-146.24091761571106,False,
275.15204811524745,275.65249811524745,275.15204811524745,275.40236188475245,7,True,180.0,-798.722752847133,-438.7227528471331,False,
275.6692518847525,276.1696568847525,275.6692518847525,275.9193681152475,8,True,0.0,798.722752847133,146.240917615711,False,
276.18627311524745,276.68667811524745,276.18627311524745,276.4365518847525,9,True,315.0,479.2336517082799,146.240917615711,False,
276.7034318847525,277.20384688475247,276.7034318847525,276.9535931152475,10,True,90.0,479.2336517082799,-146.24091761571106,False,
277.7376318847525,278.2380568847525,277.7376318847525,277.98780811524745,12,True,0.0,159.74455056942668,438.7227528471331,False,
278.2546931152475,278.75509311524746,278.2546931152475,278.5049668847525,13,True,135.0,159.74455056942668,-146.24091761571106,False,
278.7718468847525,279.27226688475247,278.7718468847525,279.02198811524744,14,True,0.0,159.74455056942668,-146.24091761571106,False,
279.2888731152475,279.7893031152475,279.2888731152475,279.5391318847525,15,True,270.0,-479.2336517082798,-438.7227528471331,False,
279.8060568847525,280.3064818847525,279.8060568847525,280.05618311524745,16,True,180.0,-479.2336517082798,146.240917615711,False,
280.3230731152475,280.82347311524745,280.3230731152475,280.5733368847525,17,True,270.0,159.74455056942668,-146.24091761571106,False,
280.8402268847525,281.3406418847525,280.8402268847525,281.09037811524746,18,True,270.0,479.2336517082799,-438.7227528471331,False,
281.3572531152475,281.8576831152475,281.3572531152475,281.60753188475246,19,True,315.0,-159.74455056942656,-438.7227528471331,False,
282.9086118847525,283.4090268847525,282.9086118847525,283.1587681152475,22,True,315.0,-159.74455056942656,-146.24091761571106,False,
283.4256481152475,283.92604811524745,283.4256481152475,283.6759018847525,23,True,90.0,159.74455056942668,-438.7227528471331,False,
284.9770218847525,285.4774318847525,284.9770218847525,285.2271631152475,26,True,0.0,-159.74455056942656,-146.24091761571106,False,
285.49397311524746,285.9944381152475,285.49397311524746,285.7442968847525,27,True,45.0,798.722752847133,438.7227528471331,False,
