start_time,stim_start_time,stim_stop_time,stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash
3937.73105,3937.73105,3937.9889246647153,3938.2391203352845,0,True,0.0,-159.74455056942656,438.7227528471331,False
3938.255854664715,3938.255854664715,3938.5060753352845,3938.756264664715,1,True,270.0,479.2336517082799,-146.24091761571106,False
3939.2900246647155,3939.2900246647155,3939.5402253352845,3939.7904446647153,3,True,180.0,798.722752847133,-438.7227528471331,False
3939.807125335284,3939.807125335284,3940.0573396647155,3940.3075453352844,4,True,135.0,-159.74455056942656,-438.7227528471331,False
3940.324209664715,3940.324209664715,3940.5744253352846,3940.824654664715,5,True,180.0,-479.2336517082798,438.7227528471331,False
3940.8413353352844,3940.8413353352844,3941.0915646647154,3941.3417553352842,6,True,90.0,-798.722752847133,-146.24091761571106,False
3941.3584296647155,3941.3584296647155,3941.6086353352844,3941.8588446647154,7,True,45.0,-798.722752847133,-146.24091761571106,False
3941.8755253352842,3941.8755253352842,3942.1257546647153,3942.375960335284,8,True,270.0,798.722752847133,-146.24091761571106,False
3942.3926546647153,3942.3926546647153,3942.6428553352844,3942.8930646647154,9,True,0.0,159.74455056942668,438.7227528471331,False
3942.9097453352842,3942.9097453352842,3943.1599146647154,3943.4101503352845,10,True,135.0,-798.722752847133,-438.7227528471331,False
3943.4268146647155,3943.4268146647155,3943.6770353352845,3943.9272496647154,11,True,270.0,159.74455056942668,438.7227528471331,False
3943.943930335284,3943.943930335284,3944.194124664715,3944.4443353352844,12,True,90.0,798.722752847133,-146.24091761571106,False
3944.460919664715,3944.460919664715,3944.7113103352845,3944.961444664715,13,True,315.0,798.722752847133,438.7227528471331,False
3944.9781253352844,3944.9781253352844,3945.228329664715,3945.4785403352844,14,True,225.0,-798.722752847133,-438.7227528471331,False
3945.4952596647154,3945.4952596647154,3945.7454403352845,3945.9956346647155,15,True,225.0,-479.2336517082798,-146.24091761571106,False
3946.0123153352843,3946.0123153352843,3946.2625046647154,3946.512750335284,16,True,180.0,159.74455056942668,-146.24091761571106,False
3946.5294296647153,3946.5294296647153,3946.7796453352844,3947.029849664715,17,True,315.0,479.2336517082799,-146.24091761571106,False
3947.0465303352844,3947.0465303352844,3947.2967196647155,3947.5469403352845,18,True,270.0,-479.2336517082798,438.7227528471331,False
3947.563619664715,3947.563619664715,3947.8138453352844,3948.0640296647152,19,True,225.0,798.722752847133,-438.7227528471331,False
3948.5978246647155,3948.5978246647155,3948.8480303352844,3949.0982796647154,21,True,0.0,-159.74455056942656,-146.24091761571106,False
3949.114960335284,3949.114960335284,3949.365119664715,3949.6153503352843,22,True,225.0,-479.2336517082798,-438.7227528471331,False
3950.1490953352845,3950.1490953352845,3950.399324664715,3950.6495353352843,24,True,135.0,-479.2336517082798,146.240917615711,False
3950.6662346647154,3950.6662346647154,3950.9164153352845,3951.166639664715,25,True,0.0,798.722752847133,-438.7227528471331,False
3951.1833203352844,3951.1833203352844,3951.4335246647156,3951.6837303352845,26,True,180.0,798.722752847133,146.240917615711,False
3951.7004146647155,3951.7004146647155,3951.9506253352843,3952.2008196647153,27,True,135.0,159.74455056942668,146.240917615711,False
3952.217500335284,3952.217500335284,3952.4677496647155,3952.7179253352842,28,True,0.0,159.74455056942668,146.240917615711,False
3952.734609664715,3952.734609664715,3952.984830335284,3953.235024664715,29,True,0.0,479.2336517082799,-146.24091761571106,False
3953.7688046647154,3953.7688046647154,3954.0190103352843,3954.269229664715,31,True,180.0,479.2336517082799,-146.24091761571106,False
3954.2859103352844,3954.2859103352844,3954.536114664715,3954.786300335284,32,True,135.0,-798.722752847133,438.7227528471331,False
3954.8030096647153,3954.8030096647153,3955.0532103352843,3955.303399664715,33,True,180.0,-159.74455056942656,-438.7227528471331,False
3955.8371946647153,3955.8371946647153,3956.0874203352846,3956.3376246647153,35,True,135.0,479.2336517082799,-438.7227528471331,False
3956.354305335284,3956.354305335284,3956.604519664715,3956.8547453352844,36,True,315.0,-479.2336517082798,-438.7227528471331,False
3957.3884653352843,3957.3884653352843,3957.638704664715,3957.888920335284,38,True,315.0,479.2336517082799,146.240917615711,False
3957.9056046647156,3957.9056046647156,3958.155805335284,3958.4060046647155,39,True,180.0,159.74455056942668,146.240917615711,False
3958.4226853352843,3958.4226853352843,3958.6729296647154,3958.923105335284,40,True,315.0,798.722752847133,-146.24091761571106,False
3958.9397946647155,3958.9397946647155,3959.190025335284,3959.4402146647153,41,True,90.0,-798.722752847133,438.7227528471331,False
3959.974009664715,3959.974009664715,3960.2242353352844,3960.4744546647153,43,True,0.0,-159.74455056942656,-438.7227528471331,False
3961.0081896647152,3961.0081896647152,3961.2583903352843,3961.5086396647152,45,True,180.0,479.2336517082799,-438.7227528471331,False
3961.5253203352845,3961.5253203352845,3961.7755046647153,3962.0256903352843,46,True,270.0,159.74455056942668,-438.7227528471331,False
3962.0423796647156,3962.0423796647156,3962.292595335284,3962.542774664715,47,True,225.0,159.74455056942668,146.240917615711,False
3962.5594553352844,3962.5594553352844,3962.8097046647154,3963.0599253352843,48,True,225.0,798.722752847133,-146.24091761571106,False
3963.0765696647154,3963.0765696647154,3963.3268203352845,3963.5769996647155,49,True,315.0,798.722752847133,146.240917615711,False
3963.5936803352843,3963.5936803352843,3963.8439096647153,3964.094115335284,50,True,225.0,479.2336517082799,-438.7227528471331,False
3964.110819664715,3964.110819664715,3964.3609553352844,3964.6111846647154,51,True,315.0,798.722752847133,-438.7227528471331,False
3964.6278653352842,3964.6278653352842,3964.8780896647154,3965.128335335284,52,True,270.0,-798.722752847133,438.7227528471331,False
3965.144999664715,3965.144999664715,3965.3952053352846,3965.6454096647153,53,True,90.0,-159.74455056942656,146.240917615711,False
3965.6620903352846,3965.6620903352846,3965.912299664715,3966.1625153352843,54,True,90.0,-479.2336517082798,-146.24091761571106,False
3966.1791796647153,3966.1791796647153,3966.4293803352843,3966.6795946647153,55,True,135.0,798.722752847133,146.240917615711,False
3966.6962753352846,3966.6962753352846,3966.946464664715,3967.1967003352843,56,True,270.0,-798.722752847133,-146.24091761571106,False
3967.2134146647154,3967.2134146647154,3967.4635803352844,3967.7137946647154,57,True,315.0,-798.722752847133,438.7227528471331,False
3967.7304753352846,3967.7304753352846,3967.9806896647156,3968.2309103352845,58,True,315.0,479.2336517082799,-438.7227528471331,False
3969.281774664715,3969.281774664715,3969.5319653352844,3969.7821846647153,61,True,315.0,159.74455056942668,438.7227528471331,False
3969.7988653352845,3969.7988653352845,3970.0490846647153,3970.299310335284,62,True,315.0,-798.722752847133,146.240917615711,False
3970.3158596647154,3970.3158596647154,3970.5662603352844,3970.816389664715,63,True,270.0,798.722752847133,438.7227528471331,False
3970.8330703352844,3970.8330703352844,3971.083309664715,3971.3334853352844,64,True,180.0,-798.722752847133,-146.24091761571106,False
3972.9014653352842,3972.9014653352842,3973.1516896647154,3973.401885335284,68,True,0.0,-798.722752847133,-146.24091761571106,False
3973.4185696647155,3973.4185696647155,3973.6687803352843,3973.918959664715,69,True,0.0,-479.2336517082798,146.240917615711,False
3973.9356403352845,3973.9356403352845,3974.1858596647153,3974.436065335284,70,True,270.0,-479.2336517082798,-438.7227528471331,False
3974.4525346647156,3974.4525346647156,3974.7029903352845,3974.953184664715,71,True,90.0,798.722752847133,438.7227528471331,False
3974.9698653352843,3974.9698653352843,3975.2200346647155,3975.4702753352844,72,True,270.0,-159.74455056942656,438.7227528471331,False
3975.486919664715,3975.486919664715,3975.7372003352843,3975.9873796647153,73,True,0.0,798.722752847133,-146.24091761571106,False
3976.0040603352845,3976.0040603352845,3976.254269664715,3976.504505335284,74,True,270.0,479.2336517082799,438.7227528471331,False
3976.5211646647153,3976.5211646647153,3976.771335335284,3977.0215946647154,75,True,180.0,-159.74455056942656,146.240917615711,False
3978.072440335284,3978.072440335284,3978.322689664715,3978.5728803352845,78,True,90.0,798.722752847133,146.240917615711,False
3978.5895546647153,3978.5895546647153,3978.8397603352846,3979.089969664715,79,True,180.0,159.74455056942668,438.7227528471331,False
3979.106650335284,3979.106650335284,3979.3568346647153,3979.6070803352845,80,True,180.0,-479.2336517082798,146.240917615711,False
3979.6237496647154,3979.6237496647154,3979.8739753352843,3980.124154664715,81,True,225.0,798.722752847133,146.240917615711,False
3980.1408353352845,3980.1408353352845,3980.3910846647154,3980.6413103352843,82,True,315.0,-479.2336517082798,146.240917615711,False
3980.657949664715,3980.657949664715,3980.9081503352845,3981.1583646647155,83,True,225.0,-479.2336517082798,438.7227528471331,False
