start_time,stop_time,stim_start_time,stim_stop_time,index,is_AM_noise,is_pure_tone,freq
179.61993,180.12058123419635,179.59234666666663,179.84234666666663,0,False,True,14000.0
183.2397787658037,183.74021376580367,183.24186416666666,183.49186416666666,7,True,False,12.0
190.99633623419632,191.49679623419632,191.00202416666664,191.25202416666664,22,False,True,4000.0
191.51337876580368,192.0137787658037,191.51193333333333,191.76193333333333,23,False,True,14000.0
193.58176876580367,194.0821787658037,193.58202166666666,193.83202166666666,27,False,True,4000.0
194.61597876580367,195.11637376580367,194.62176333333332,194.87176333333332,29,True,False,20.0
195.65014376580368,196.1505837658037,195.65174249999995,195.90174249999995,31,True,False,40.0
199.26992123419635,199.77034123419634,199.26171083333332,199.51171083333332,38,True,False,20.0
202.37248123419633,202.87293623419635,202.36178583333333,202.61178583333333,44,False,True,12000.0
203.92373876580368,204.42415376580368,203.92166666666665,204.17166666666665,47,False,True,8000.0
208.57768123419635,209.07811123419634,208.5720658333333,208.8220658333333,56,False,True,16000.0
211.1797787658037,211.68019876580368,211.17185416666663,211.42185416666663,61,False,True,4000.0
215.83373623419632,216.33417123419633,215.83163166666665,216.08163166666665,70,False,True,13000.0
216.3507537658037,216.8511687658037,216.34156249999998,216.59156249999998,71,True,False,20.0
218.95299123419633,219.45343623419635,218.94260916666664,219.19260916666664,76,False,True,15000.0
219.98719123419633,220.48763123419633,219.98193499999996,220.23193499999996,78,False,True,5000.0
224.14066123419633,224.64111623419635,224.13135083333333,224.38135083333333,86,False,True,7000.0
225.17488623419635,225.67529123419635,225.1714783333333,225.4214783333333,88,False,True,6000.0
226.72609376580368,227.2264937658037,226.721455,226.971455,91,True,False,12.0
228.27746623419634,228.77787123419634,228.27182916666663,228.52182916666663,94,False,True,5000.0
231.38778123419632,231.89713623419635,231.39140916666665,231.64140916666665,100,True,False,12.0
231.91378876580367,232.4141437658037,231.91140583333333,232.16140583333333,101,False,True,6000.0
235.01637376580368,235.51676876580368,235.01138499999996,235.26138499999996,107,True,False,0.0
237.60191123419634,238.10233623419634,237.59134166666666,237.84134166666666,112,True,False,40.0
238.63612123419634,239.13651123419635,238.63133166666663,238.88133166666663,114,True,False,0.0
239.67030123419633,240.18740123419633,239.6615308333333,239.9115308333333,116,False,True,11000.0
241.2382237658037,241.73864876580367,241.23131583333333,241.48131583333333,119,True,False,80.0
241.75540123419634,242.25580123419635,241.75103249999998,242.00103249999998,120,False,True,11000.0
242.27239876580367,242.77282876580367,242.26143333333331,242.51143333333331,121,False,True,8000.0
244.3408137658037,244.84123376580368,244.33177999999998,244.58177999999998,125,False,True,4000.0
247.4600937658037,247.96049376580368,247.45140333333333,247.70140333333333,131,False,True,7000.0
250.04564123419632,250.54606623419633,250.04108,250.29108,136,False,True,13000.0
256.78454876580366,257.28495876580365,256.7813325,257.0313325,149,False,True,12000.0
258.85295376580365,259.35337376580367,258.85126083333336,259.10126083333336,153,False,True,10000.0
259.90381376580365,260.40421376580366,259.9011425,260.1511425,155,True,False,12.0
261.4551612341963,261.9555812341963,261.45112166666667,261.70112166666667,158,True,False,0.0
261.9722137658037,262.4725987658037,261.9611458333333,262.2111458333333,159,True,False,40.0
263.00639376580364,263.50680876580367,263.0012208333333,263.2512208333333,161,False,True,12000.0
268.7112662341963,269.2116812341963,268.70066166666663,268.95066166666663,172,False,True,13000.0
269.7454512341963,270.2458762341963,269.74106,269.99106,174,False,True,5000.0
271.2966737658037,271.79710876580367,271.2913066666666,271.5413066666666,177,False,True,7000.0
