start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.514340200062841,3.514340200062841,,5.01561950014159,5.01561950014159,5.1157351001836355,5.516017099909484,5.61610169994831,6.016431800156831,,6.016431800156831,8.018106400102377,9.018982200019062,vis1,3,0,vis,0.0,0.0,0.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
9.152469700269402,9.152469700269402,,10.653781999900938,10.653781999900938,10.7538521001786,11.154157800201327,11.254321700029076,11.65456640028581,,11.65456640028581,13.656350600134582,14.657217700101436,vis1,3,0,vis,1.0,1.0,1.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
14.857315000213683,14.857315000213683,,16.35859039991349,16.35859039991349,16.458717200040816,16.859060600001364,16.84234700032696,17.359504500005393,,17.359504500005393,19.36122410006076,20.362028400015085,vis1,3,0,vis,2.0,2.0,2.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
29.703273400265722,29.703273400265722,,31.20456960012391,31.20456960012391,31.304658399961887,31.70501350012794,31.72170920024812,32.2053940003477,,32.2053940003477,34.20716640033945,35.207938100278376,vis1,3,0,vis,3.0,3.0,3.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
36.00863010023907,36.00863010023907,,37.50993380003795,37.50993380003795,37.609977900117634,38.01035099995509,38.02701390029117,38.51075800002739,,38.51075800002739,40.51250380004942,41.5133461002931,vis1,3,0,vis,4.0,4.0,4.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
42.230578800264745,42.230578800264745,43.031251400310545,43.73190040008351,43.72190040008351,43.83194250014797,44.22190040008351,,44.73271390010789,43.531251400310545,44.73271390010789,46.734389599945395,47.7353007998988,sound2,2,0,vis,5.0,5.0,,5.0,-0.18,-1.16,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
48.03554139991477,48.03554139991477,48.8362063999027,49.536840300142764,49.536840300142764,49.63688290032744,49.536840300142764,,50.53765130003169,49.3362063999027,50.53765130003169,52.53935390019044,53.540170600239186,catch,0,0,vis,,,,5.0,-0.2,-2.14,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
53.57350050012767,53.57350050012767,54.374226199995725,55.07481400023401,55.06481400023401,55.174937100216745,55.56481400023401,55.52521930036321,56.075679000068455,54.874226199995725,56.075679000068455,58.07738660003245,59.07844410005212,sound1,1,0,vis,6.0,6.0,,5.0,-0.2,-2.14,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
59.49525390013307,59.49525390013307,60.295893500160425,60.99650399998948,60.99650399998948,61.096619600031524,60.99650399998948,,61.997344600103794,60.795893500160425,61.997344600103794,63.99903880019858,64.99995160016418,catch,0,0,vis,,,,5.0,-0.18,-1.16,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
69.520408500053,69.520408500053,,71.02169980022312,71.02169980022312,71.12177090027556,71.52209110005946,71.53875799996034,72.02253390017152,,72.02253390017152,74.0242506000884,75.0251016002819,vis1,3,0,vis,7.0,7.0,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
