start_time,stop_time,stim_start_time,stim_stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash,flash_contrast
3805.08736,3805.587410337561,3805.08736,3805.337194662439,0,True,180.0,-479.2336517082798,-438.7227528471331,False,
3805.604074662439,3806.1044996624387,3805.604074662439,3805.8543003375607,1,True,180.0,-479.2336517082798,146.240917615711,False,
3806.121180337561,3806.6215853375606,3806.121180337561,3806.3713996624388,2,True,180.0,798.722752847133,-146.24091761571106,False,
3807.672374662439,3808.172909662439,3807.672374662439,3807.922680337561,5,True,45.0,798.722752847133,438.7227528471331,False,
3808.1895903375607,3808.690020337561,3808.1895903375607,3808.4397896624387,6,True,225.0,-159.74455056942656,146.240917615711,False,
3809.223785337561,3809.7241903375607,3809.223785337561,3809.473999662439,8,True,0.0,479.2336517082799,-438.7227528471331,False,
3809.7408946624387,3810.241299662439,3809.7408946624387,3809.9910903375608,9,True,90.0,479.2336517082799,-146.24091761571106,False,
3810.2579803375606,3810.758380337561,3810.2579803375606,3810.5081946624387,10,True,225.0,-479.2336517082798,438.7227528471331,False,
3810.775099662439,3811.275494662439,3810.775099662439,3811.0252953375607,11,True,90.0,-159.74455056942656,-146.24091761571106,False,
3811.292175337561,3811.792605337561,3811.292175337561,3811.542369662439,12,True,0.0,159.74455056942668,-146.24091761571106,False,
3812.3263803375607,3812.8268153375607,3812.3263803375607,3812.5765846624386,14,True,225.0,-798.722752847133,146.240917615711,False,
3812.843474662439,3813.343904662439,3812.843474662439,3813.093710337561,15,True,0.0,479.2336517082799,146.240917615711,False,
3813.3605853375607,3813.860995337561,3813.3605853375607,3813.610809662439,16,True,45.0,798.722752847133,-438.7227528471331,False,
3813.877694662439,3814.3781146624387,3813.877694662439,3814.1279203375607,17,True,135.0,-798.722752847133,438.7227528471331,False,
3814.394795337561,3814.895215337561,3814.394795337561,3814.6449646624387,18,True,90.0,159.74455056942668,-438.7227528471331,False,
3814.9118846624388,3815.412324662439,3814.9118846624388,3815.162080337561,19,True,90.0,-159.74455056942656,-438.7227528471331,False,
3815.4290053375607,3815.929430337561,3815.4290053375607,3815.679179662439,20,True,315.0,479.2336517082799,-438.7227528471331,False,
3815.9460896624387,3816.446494662439,3815.9460896624387,3816.1963053375607,21,True,270.0,-159.74455056942656,438.7227528471331,False,
3816.4631753375606,3816.963595337561,3816.4631753375606,3816.7133746624386,22,True,0.0,-159.74455056942656,146.240917615711,False,
3816.980284662439,3817.4807046624387,3816.980284662439,3817.230480337561,23,True,270.0,798.722752847133,-438.7227528471331,False,
3818.014479662439,3818.514919662439,3818.014479662439,3818.264705337561,25,True,135.0,-159.74455056942656,438.7227528471331,False,
3819.048654662439,3819.549099662439,3819.048654662439,3819.2988953375607,27,True,225.0,159.74455056942668,-438.7227528471331,False,
3819.5657803375607,3820.0661803375606,3819.5657803375607,3819.8159946624387,28,True,90.0,159.74455056942668,438.7227528471331,False,
3820.599955337561,3821.100390337561,3820.599955337561,3820.850184662439,30,True,0.0,159.74455056942668,146.240917615711,False,
3821.117084662439,3821.6174946624387,3821.117084662439,3821.367295337561,31,True,270.0,159.74455056942668,438.7227528471331,False,
3821.634175337561,3822.1346003375606,3821.634175337561,3821.8843796624387,32,True,180.0,-159.74455056942656,438.7227528471331,False,
3822.151249662439,3822.651694662439,3822.151249662439,3822.4014653375607,33,True,0.0,798.722752847133,-438.7227528471331,False,
3822.668375337561,3823.168785337561,3822.668375337561,3822.918539662439,34,True,0.0,-479.2336517082798,438.7227528471331,False,
3823.185479662439,3823.685874662439,3823.185479662439,3823.4356853375607,35,True,315.0,159.74455056942668,-146.24091761571106,False,
3823.7025553375606,3824.202990337561,3823.7025553375606,3823.952779662439,36,True,45.0,159.74455056942668,438.7227528471331,False,
3824.2196946624385,3824.720089662439,3824.2196946624385,3824.469865337561,37,True,180.0,159.74455056942668,-438.7227528471331,False,
3824.7367703375608,3825.2371753375605,3824.7367703375608,3824.986974662439,38,True,315.0,-479.2336517082798,146.240917615711,False,
3825.770985337561,3826.2713903375607,3825.770985337561,3826.021174662439,40,True,90.0,479.2336517082799,-438.7227528471331,False,
3826.288064662439,3826.7884696624387,3826.288064662439,3826.5382753375607,41,True,225.0,-479.2336517082798,-146.24091761571106,False,
3826.805150337561,3827.3055953375606,3826.805150337561,3827.055349662439,42,True,270.0,479.2336517082799,-146.24091761571106,False,
3827.3222796624386,3827.8226746624387,3827.3222796624386,3827.572485337561,43,True,0.0,-159.74455056942656,438.7227528471331,False,
3827.839355337561,3828.339785337561,3827.839355337561,3828.0895796624386,44,True,90.0,-798.722752847133,-438.7227528471331,False,
3828.356374662439,3828.856889662439,3828.356374662439,3828.606650337561,45,True,180.0,798.722752847133,438.7227528471331,False,
3829.390924662439,3829.891084662439,3829.390924662439,3829.640870337561,47,True,225.0,798.722752847133,438.7227528471331,False,
3830.4248646624387,3830.925289662439,3830.4248646624387,3830.6750653375607,49,True,180.0,479.2336517082799,-438.7227528471331,False,
3830.9419703375606,3831.442390337561,3830.9419703375606,3831.192174662439,50,True,0.0,-798.722752847133,146.240917615711,False,
3831.4590496624387,3831.959474662439,3831.4590496624387,3831.709260337561,51,True,90.0,479.2336517082799,146.240917615711,False,
3831.9761553375606,3832.476570337561,3831.9761553375606,3832.2263646624388,52,True,270.0,-798.722752847133,146.240917615711,False,
3832.493274662439,3832.993679662439,3832.493274662439,3832.743465337561,53,True,270.0,479.2336517082799,-438.7227528471331,False,
3834.044550337561,3834.544980337561,3834.044550337561,3834.2947746624386,56,True,0.0,159.74455056942668,438.7227528471331,False,
3834.561644662439,3835.0620946624385,3834.561644662439,3834.8118803375605,57,True,225.0,798.722752847133,146.240917615711,False,
3835.0787753375607,3835.579180337561,3835.0787753375607,3835.328949662439,58,True,270.0,-159.74455056942656,-438.7227528471331,False,
3835.5958646624385,3836.0962696624388,3835.5958646624385,3835.846050337561,59,True,270.0,-479.2336517082798,146.240917615711,False,
3836.112950337561,3836.6133753375607,3836.112950337561,3836.3631946624387,60,True,270.0,-479.2336517082798,-146.24091761571106,False,
3837.147155337561,3837.647555337561,3837.147155337561,3837.3973946624387,62,True,225.0,-159.74455056942656,-438.7227528471331,False,
3837.664249662439,3838.164654662439,3837.664249662439,3837.9144603375607,63,True,90.0,479.2336517082799,438.7227528471331,False,
3838.181335337561,3838.681770337561,3838.181335337561,3838.4315596624388,64,True,270.0,159.74455056942668,-146.24091761571106,False,
3838.698454662439,3839.198869662439,3838.698454662439,3838.9486803375607,65,True,225.0,798.722752847133,-438.7227528471331,False,
3839.2155503375607,3839.715985337561,3839.2155503375607,3839.465759662439,66,True,180.0,-159.74455056942656,146.240917615711,False,
3840.2497703375607,3840.750160337561,3840.2497703375607,3840.499989662439,68,True,180.0,-159.74455056942656,-146.24091761571106,False,
