start_time,stop_time,stim_start_time,stim_stop_time,index,is_AM_noise,is_pure_tone,freq
106.67323688377846,107.17366188377846,106.67780249999997,106.92780249999997,4,False,True,4000.0
109.77581688377846,110.27626188377846,109.81102666666663,110.06102666666663,10,False,True,15000.0
111.32706811622153,111.82748811622153,111.36727666666665,111.61727666666665,13,False,True,6000.0
112.36124311622153,112.86168811622153,112.39696666666664,112.64696666666664,15,False,True,16000.0
116.49805311622153,116.99846811622153,116.53713916666665,116.78713916666665,23,False,True,14000.0
117.01522188377845,117.51563188377847,117.04692583333332,117.29692583333332,24,False,True,11000.0
117.53223811622154,118.03265811622153,117.56721499999998,117.81721499999998,25,False,True,6000.0
119.60063811622153,120.10104311622153,119.63710166666664,119.88710166666664,29,False,True,12000.0
121.66902811622153,122.16946811622154,121.7071783333333,121.9571783333333,33,True,False,0.0
124.25457688377845,124.75500188377846,124.27713083333332,124.52713083333332,38,True,False,40.0
125.28878188377846,125.78917688377847,125.31726666666664,125.56726666666664,40,False,True,7000.0
130.45978688377846,130.97686188377847,130.48706999999996,130.73706999999996,50,True,False,12.0
132.02770811622156,132.52812311622154,132.05706999999998,132.30706999999998,53,True,False,0.0
132.54487688377847,133.04529688377846,132.56754916666665,132.81754916666665,54,False,True,10000.0
133.06190311622154,133.56228811622154,133.0866108333333,133.3366108333333,55,False,True,9000.0
134.61326188377848,135.11366688377848,134.6369858333333,134.8869858333333,58,False,True,16000.0
135.13027811622155,135.63070311622155,135.1576558333333,135.4076558333333,59,False,True,5000.0
138.24951311622155,138.74994811622156,138.2771983333333,138.5271983333333,65,False,True,10000.0
138.76670188377847,139.26711688377847,138.79682166666663,139.04682166666663,66,False,True,6000.0
140.31791311622155,140.81834311622154,140.34700249999997,140.59700249999997,69,True,False,20.0
141.86929188377846,142.36968688377846,141.8969633333333,142.1469633333333,72,True,False,40.0
142.90347188377848,143.40390688377846,142.92696499999997,143.17696499999997,74,False,True,11000.0
146.02275188377848,146.52318188377848,146.04694749999996,146.29694749999996,80,True,False,20.0
146.53979811622153,147.04022811622156,146.56752416666666,146.81752416666666,81,False,True,5000.0
147.05698188377846,147.55743188377846,147.08679916666665,147.33679916666665,82,False,True,8000.0
148.60820811622156,149.10859311622156,148.63737999999998,148.88737999999998,85,False,True,4000.0
149.12534688377846,149.62581688377847,149.1467833333333,149.3967833333333,86,False,True,14000.0
150.15958688377847,150.65997688377846,150.18673249999998,150.43673249999998,88,False,True,12000.0
151.19377188377845,151.69420688377846,151.21715166666664,151.46715166666664,90,False,True,4000.0
155.34721688377846,155.84764688377848,155.37692416666667,155.62692416666667,98,False,True,13000.0
158.96684311622155,159.46726811622156,158.9969058333333,159.2469058333333,105,False,True,10000.0
161.05192811622155,161.55237311622156,161.07671249999999,161.32671249999999,109,False,True,13000.0
163.12033811622155,163.62073811622156,163.14678249999997,163.39678249999997,113,True,False,40.0
165.70588688377848,166.20626688377845,165.7367408333333,165.9867408333333,118,True,False,80.0
166.74778188377846,167.25714688377846,166.78674416666664,167.03674416666664,120,True,False,20.0
167.79094688377847,168.29137688377847,167.81666499999997,168.06666499999997,122,False,True,12000.0
171.41056311622157,171.91097311622156,171.43655249999998,171.68655249999998,129,False,True,7000.0
172.44475311622156,172.94518811622154,172.4667008333333,172.7167008333333,131,False,True,10000.0
174.52985811622156,175.03028311622154,174.55666666666664,174.80666666666664,135,True,False,12.0
175.04703688377847,175.54744188377848,175.07725749999997,175.32725749999997,136,False,True,5000.0
177.63245811622156,178.13287811622155,177.6565183333333,177.9065183333333,141,False,True,8000.0
180.22574188377845,180.73507688377848,180.26646333333332,180.51646333333332,146,False,True,6000.0
181.26882688377847,181.76929688377848,181.29636749999997,181.54636749999997,148,False,True,16000.0
181.78589311622156,182.28632811622154,181.81633083333332,182.06633083333332,149,False,True,7000.0
187.4908018837785,187.9912068837785,187.51652916666663,187.76652916666663,160,True,False,40.0
188.52497188377848,189.02542188377848,188.55701916666666,188.80701916666666,162,False,True,4000.0
190.59339188377848,191.09378688377848,190.61652416666664,190.86652416666664,166,True,False,80.0
193.69597188377847,194.19638688377847,193.7240283333333,193.9740283333333,172,False,True,15000.0
194.21300811622154,194.71342311622155,194.23694249999997,194.48694249999997,173,False,True,11000.0
200.43481811622155,200.93523811622154,200.4664308333333,200.7164308333333,185,True,False,0.0
208.72512811622155,209.24214811622156,208.7561158333333,209.0061158333333,201,False,True,9000.0
210.29311688377845,210.79355688377848,210.31617916666664,210.56617916666664,204,False,True,12000.0
212.36155688377846,212.86195188377846,212.38619333333332,212.63619333333332,208,False,True,8000.0
213.39573688377848,213.8961518837785,213.42630749999998,213.67630749999998,210,True,False,80.0
214.94695811622154,215.44737811622156,214.97650499999997,215.22650499999997,213,False,True,5000.0
217.03207311622154,217.53248811622154,217.0562858333333,217.3062858333333,217,True,False,80.0
217.54924188377848,218.04967688377846,217.57615499999997,217.82615499999997,218,False,True,8000.0
218.58345688377847,219.08387188377847,218.6061,218.8561,220,False,True,16000.0
225.8394718837785,226.33990188377848,225.86621416666665,226.11621416666665,234,False,True,14000.0
227.39067811622155,227.89902811622156,227.41596499999997,227.66596499999997,237,False,True,14000.0
