start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,timeout_start_time,timeout_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,TODO_opto_area_name,TODO_opto_area_index,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_repeat,is_opto,is_context_switch
1089.4737665896446,1089.4737665896446,,1090.9750515896446,1090.9808683333333,1091.0751215896446,1091.4808683333333,1091.5421865896446,1091.9758865896447,,1091.9758865896447,1093.9775715896446,,,1094.9783665896446,sound1,1,0,sound,0.0,0.0,0.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1095.4956084103555,1095.4956084103555,,1096.9968234103555,1097.0308049999999,1097.0969534103554,1097.5308049999999,1097.5639934103554,1097.9976834103554,,1097.9976834103554,1099.9993384103554,,,1101.0002084103555,sound1,1,0,sound,1.0,1.0,1.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1102.1678534103555,1102.1678534103555,,1103.6691084103554,1103.7007549999998,1103.7691934103555,1104.2007549999998,1104.1861065896446,1104.6699534103554,,1104.6699534103554,1106.6715934103554,,,1107.6724434103555,sound1,1,0,sound,2.0,2.0,2.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1108.1227165896446,1108.1227165896446,,1109.6239615896448,1109.6506791666666,1109.7240365896446,1110.1506791666666,1110.0410834103554,1110.6248215896446,,1110.6248215896446,1112.6431865896445,,,1113.6440065896447,sound1,1,0,sound,3.0,3.0,3.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1116.8968634103555,1116.8968634103555,,1118.3980984103555,1118.4205958333332,1118.4982034103555,1118.9205958333332,1118.8651934103555,1119.4155834103556,,1119.4155834103556,1121.4172534103554,,,1122.4181184103554,sound1,1,0,sound,4.0,4.0,4.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1124.1027615896446,1124.1027615896446,,1125.6040065896445,1125.6040065896445,1125.7040915896448,1126.1211415896446,,1126.6215515896447,,1126.6215515896447,1128.6232215896448,,,1129.6240665896446,vis1,3,0,sound,5.0,5.0,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1130.2912765896447,1130.2912765896447,1131.8002765896447,1131.8002765896447,1131.8204833333334,1131.9092665896446,1132.3204833333334,1132.2263084103554,1132.8100215896447,1132.8002765896447,1132.8100215896447,1134.8117015896446,,,1135.8125465896446,sound1,1,0,sound,6.0,6.0,,,,2.0,-0.18,-1.16,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
1135.8626884103553,1135.8626884103553,1137.3639234103555,1137.3639234103555,1137.3639234103555,1137.4640034103554,1137.8643434103553,,1138.3647934103553,1138.3639234103555,1138.3647934103553,1140.3831634103556,,,1141.3839834103555,vis1,3,0,sound,7.0,7.0,,,,2.0,-0.5,-1.35,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1142.5014915896447,1142.5014915896447,1144.0027615896447,1144.0027615896447,1144.0027615896447,1144.1028265896446,1144.5031765896447,,1145.0035915896447,1145.0027615896447,1145.0035915896447,1147.0053015896447,,,1148.0227365896446,catch,0,0,sound,,,,,,2.0,-0.5,-1.35,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1148.2229215896448,1148.2229215896448,1149.7241915896448,1149.7241915896448,1149.7241915896448,1149.8242615896447,1150.2245965896445,,1150.7249815896446,1150.7241915896448,1150.7249815896446,1152.7266715896446,,,1153.7275515896447,vis2,4,0,sound,8.0,8.0,,,,2.0,-0.18,-1.16,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
1154.8619334103555,1154.8619334103555,1156.3632134103555,1156.3632134103555,1156.3902575,1156.4632934103554,1156.8902575,1156.8636534103555,1157.3640534103554,1157.3632134103555,1157.3640534103554,1159.3657484103553,,,1160.3665534103554,sound1,1,0,sound,9.0,9.0,,,,5.0,-0.29,-2.16,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
1160.6334534103555,1160.6334534103555,1162.1513684103554,1162.1513684103554,1162.1513684103554,1162.2514084103555,1162.6517584103553,,1163.1521734103553,1163.1513684103554,1163.1521734103553,1165.1538634103554,,,1166.1547234103555,vis2,4,0,sound,10.0,10.0,,,,2.0,-0.5,-1.35,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
1169.6241815896446,1169.6241815896446,,1171.1254615896446,1171.1254615896446,1171.2255715896447,1171.6258615896447,,1172.1263115896447,,1172.1263115896447,1174.1279615896447,,,1175.1288365896446,vis2,4,0,sound,11.0,11.0,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1175.2457184103555,1175.2457184103555,1176.7635884103554,1176.7635884103554,1176.7905524999999,1176.8636834103554,1177.2905524999999,,1177.7644184103553,1177.7635884103554,1177.7644184103553,1179.7661034103555,,,1180.7669584103553,sound2,2,0,sound,12.0,12.0,,,,2.0,-0.5,-1.35,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1184.8703115896446,1184.8703115896446,,1186.3715765896445,1186.4001483333332,1186.4716565896447,1186.9001483333332,,1187.3724015896446,,1187.3724015896446,1189.3817965896446,,,1190.3915965896447,sound2,2,0,sound,13.0,13.0,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1191.5426084103556,1191.5426084103556,,1193.0438834103554,1193.0438834103554,1193.1439584103555,1193.5443434103554,,1194.0447234103553,,1194.0447234103553,1196.0464034103554,,,1197.0639584103556,catch,0,0,sound,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1198.3316784103554,1198.3316784103554,,1199.8329284103554,1199.8599191666667,1199.9330484103555,1200.3599191666667,,1200.8337884103555,,1200.8337884103555,1202.8354784103553,,,1203.8363184103555,sound2,2,0,sound,14.0,14.0,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1205.1372565896447,1205.1372565896447,1206.6384815896447,1206.6384815896447,1206.6384815896447,1206.7385715896446,1207.1389415896447,,1207.6393665896446,1207.6384815896447,1207.6393665896446,1209.6410065896446,,,1210.6418715896448,vis2,4,0,sound,15.0,15.0,,,,5.0,-0.29,-2.16,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
1210.9087465896446,1210.9087465896446,1212.4267015896446,1212.4267015896446,1212.4497258333333,1212.5268165896446,1212.9497258333333,1213.0106484103553,1213.4275465896446,1213.4267015896446,1213.4275465896446,1215.4458765896447,,,1216.4466965896447,sound1,1,0,sound,16.0,16.0,,,,2.0,-0.5,-1.35,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
1216.5801865896447,1216.5801865896447,1218.0814215896446,1218.0814215896446,1218.1096616666666,1218.1815215896447,1218.6096616666666,,1219.0989615896447,1219.0814215896446,1219.0989615896447,1221.1006515896447,,,1222.1014815896447,sound2,2,0,sound,17.0,17.0,,,,5.0,-0.29,-2.16,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1222.2015515896446,1222.2015515896446,,1223.7194415896447,1223.7194415896447,1223.8195465896447,1224.2198615896446,,1224.7202915896446,,1224.7202915896446,1226.7386815896446,,,1227.7395315896447,vis2,4,0,sound,18.0,18.0,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1230.4584265896447,1230.4584265896447,,1231.9597115896447,1231.9895158333334,1232.0597565896446,1232.4895158333334,1232.5268515896446,1232.9605215896447,,1232.9605215896447,1234.9789415896446,,,1235.9797765896446,sound1,1,0,sound,19.0,19.0,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
