start_time,stim_start_time,stim_stop_time,stop_time,index,is_small_field_grating,grating_orientation,grating_x,grating_y,is_full_field_flash,flash_contrast
150.92381,150.92381,151.17422506448094,151.42449493551908,0,True,90.0,159.74455056942668,-438.7227528471331,False,
151.44112006448094,151.44112006448094,151.69138493551907,151.94156006448094,1,True,180.0,-479.2336517082798,438.7227528471331,False,
151.95830993551908,151.95830993551908,152.20843006448095,152.45870993551907,2,True,135.0,159.74455056942668,-146.24091761571106,False,
152.47529006448093,152.47529006448093,152.72558493551907,152.97572006448095,3,True,270.0,479.2336517082799,-146.24091761571106,False,
152.99246993551907,152.99246993551907,153.24266006448093,153.49289493551908,4,True,0.0,-479.2336517082798,438.7227528471331,False,
153.50952006448094,153.50952006448094,153.75981493551907,154.00994506448095,5,True,135.0,479.2336517082799,438.7227528471331,False,
154.0266949355191,154.0266949355191,154.27684506448094,154.52711493551908,6,True,270.0,-479.2336517082798,-438.7227528471331,False,
154.54372006448094,154.54372006448094,154.7939849355191,155.04412006448095,7,True,270.0,798.722752847133,-146.24091761571106,False,
155.57791506448095,155.57791506448095,155.82817993551907,156.07830506448093,9,True,0.0,-479.2336517082798,-146.24091761571106,False,
156.09505493551907,156.09505493551907,156.34521006448094,156.5955099355191,10,True,270.0,-479.2336517082798,438.7227528471331,False,
157.12926493551907,157.12926493551907,157.37939006448096,157.62966993551908,12,True,225.0,798.722752847133,-438.7227528471331,False,
158.68047506448093,158.68047506448093,158.93078993551907,159.18089006448093,15,True,225.0,479.2336517082799,-146.24091761571106,False,
159.19763993551908,159.19763993551908,159.44781006448096,159.6980849355191,16,True,180.0,479.2336517082799,438.7227528471331,False,
159.71470506448094,159.71470506448094,159.96500493551906,160.21515506448094,17,True,270.0,479.2336517082799,146.240917615711,False,
160.23190493551908,160.23190493551908,160.48202006448093,160.73230493551907,18,True,225.0,159.74455056942668,146.240917615711,False,
161.26604993551908,161.26604993551908,161.51620006448096,161.76647993551907,20,False,,,,True,0.0
161.78307506448093,161.78307506448093,162.03338493551908,162.28351506448095,21,True,225.0,479.2336517082799,146.240917615711,False,
162.30026493551907,162.30026493551907,162.55038006448095,162.80069993551908,22,True,315.0,-479.2336517082798,146.240917615711,False,
163.85148506448095,163.85148506448095,164.1017349355191,164.35191006448093,25,True,45.0,159.74455056942668,438.7227528471331,False,
164.36865993551908,164.36865993551908,164.61876506448095,164.86904993551906,26,True,180.0,479.2336517082799,-146.24091761571106,False,
164.88568006448094,164.88568006448094,165.13595493551907,165.38611506448095,27,True,90.0,-159.74455056942656,146.240917615711,False,
165.40286493551906,165.40286493551906,165.65299506448093,165.90326993551906,28,True,270.0,-159.74455056942656,-438.7227528471331,False,
166.43702993551906,166.43702993551906,166.68718006448094,166.93744993551908,30,True,90.0,798.722752847133,-438.7227528471331,False,
166.95405506448094,166.95405506448094,167.2043549355191,167.45451006448093,31,True,270.0,159.74455056942668,-146.24091761571106,False,
167.47125993551907,167.47125993551907,167.72131506448093,167.97165493551907,32,False,,,,True,1.0
168.50543993551906,168.50543993551906,168.75559506448096,169.00584993551908,34,True,180.0,798.722752847133,-438.7227528471331,False,
169.53960993551908,169.53960993551908,169.78979506448096,170.0400449355191,36,True,135.0,-798.722752847133,438.7227528471331,False,
170.05666506448094,170.05666506448094,170.30691493551907,170.55706506448095,37,True,45.0,479.2336517082799,-146.24091761571106,False,
171.09086506448094,171.09086506448094,171.34114493551908,171.59128006448094,39,True,270.0,798.722752847133,146.240917615711,False,
172.64224493551907,172.64224493551907,172.89236506448094,173.14262493551908,42,True,45.0,-798.722752847133,-438.7227528471331,False,
173.15925506448093,173.15925506448093,173.40951993551906,173.65966506448095,43,True,90.0,798.722752847133,-146.24091761571106,False,
173.6764149355191,173.6764149355191,173.92656006448095,174.17682993551907,44,True,0.0,-798.722752847133,146.240917615711,False,
174.19344506448093,174.19344506448093,174.44372993551906,174.69386006448096,45,True,45.0,798.722752847133,146.240917615711,False,
174.71060993551907,174.71060993551907,174.96076506448094,175.21102993551906,46,True,270.0,798.722752847133,-438.7227528471331,False,
175.22766506448096,175.22766506448096,175.47792993551906,175.72807006448096,47,True,225.0,159.74455056942668,438.7227528471331,False,
176.26183506448095,176.26183506448095,176.51212493551907,176.76225506448094,49,True,180.0,159.74455056942668,-438.7227528471331,False,
177.29600506448094,177.29600506448094,177.54630993551908,177.79648006448093,51,True,0.0,479.2336517082799,438.7227528471331,False,
178.33026006448094,178.33026006448094,178.58051993551908,178.83066506448094,53,True,315.0,798.722752847133,-438.7227528471331,False,
178.84741493551908,178.84741493551908,179.09756506448093,179.34783493551907,54,True,135.0,-479.2336517082798,438.7227528471331,False,
179.36435506448095,179.36435506448095,179.61467993551906,179.86484006448094,55,True,45.0,798.722752847133,438.7227528471331,False,
179.88158993551906,179.88158993551906,180.13174506448092,180.38200993551908,56,True,0.0,-159.74455056942656,146.240917615711,False,
180.39863506448094,180.39863506448094,180.6489149355191,180.89904006448094,57,True,135.0,159.74455056942668,-438.7227528471331,False,
181.43285006448096,181.43285006448096,181.6831249355191,181.93325006448094,59,True,0.0,-798.722752847133,438.7227528471331,False,
181.94999993551906,181.94999993551906,182.20012506448094,182.4504049355191,60,True,135.0,-479.2336517082798,146.240917615711,False,
182.46703506448094,182.46703506448094,182.71731493551908,182.96745506448093,61,True,270.0,-159.74455056942656,146.240917615711,False,
183.50121006448094,183.50121006448094,183.75150493551908,184.00163506448095,63,True,225.0,-479.2336517082798,438.7227528471331,False,
184.53539006448094,184.53539006448094,184.78567493551907,185.03585006448094,65,True,315.0,-798.722752847133,-438.7227528471331,False,
185.56959506448095,185.56959506448095,185.81988493551907,186.07002506448094,67,True,180.0,-798.722752847133,-146.24091761571106,False,
186.60383006448095,186.60383006448095,186.85407493551907,187.10427006448094,69,True,315.0,159.74455056942668,-438.7227528471331,False,
187.1210199355191,187.1210199355191,187.37112506448094,187.62136993551908,70,True,180.0,479.2336517082799,146.240917615711,False,
188.1551399355191,188.1551399355191,188.40531506448093,188.65558493551907,72,False,,,,True,0.0
188.67216506448096,188.67216506448096,188.9224649355191,189.17263506448094,73,True,90.0,479.2336517082799,-146.24091761571106,False,
189.70639506448094,189.70639506448094,189.95668993551908,190.20683006448095,75,True,315.0,-479.2336517082798,-438.7227528471331,False,
190.74060506448095,190.74060506448095,190.99084493551908,191.24102006448095,77,True,0.0,159.74455056942668,146.240917615711,False,
192.29175493551907,192.29175493551907,192.54214506448093,192.79239993551906,80,True,135.0,798.722752847133,438.7227528471331,False,
193.32614993551908,193.32614993551908,193.57629506448095,193.8265749355191,82,True,45.0,-159.74455056942656,-146.24091761571106,False,
193.84318006448095,193.84318006448095,194.09346993551907,194.34360006448094,83,True,90.0,-479.2336517082798,-146.24091761571106,False,
195.39454493551906,195.39454493551906,195.64469006448095,195.89496993551907,86,True,45.0,-159.74455056942656,146.240917615711,False,
195.91155506448095,195.91155506448095,196.16186493551908,196.41186506448093,87,True,270.0,-798.722752847133,146.240917615711,False,
196.42861493551908,196.42861493551908,196.67891506448095,196.92917993551907,88,True,270.0,798.722752847133,438.7227528471331,False,
197.46292993551907,197.46292993551907,197.71307506448096,197.96337493551908,90,True,180.0,-798.722752847133,-438.7227528471331,False,
197.97995506448095,197.97995506448095,198.23022493551906,198.48038506448094,91,True,90.0,-479.2336517082798,438.7227528471331,False,
198.49713493551909,198.49713493551909,198.74727506448096,198.99752993551908,92,True,90.0,-479.2336517082798,146.240917615711,False,
199.01417006448094,199.01417006448094,199.26444993551908,199.51482006448094,93,True,225.0,159.74455056942668,-146.24091761571106,False,
199.5315699355191,199.5315699355191,199.78145506448095,200.03175493551907,94,True,225.0,798.722752847133,438.7227528471331,False,
200.04838006448094,200.04838006448094,200.29865493551907,200.55666506448094,95,True,225.0,-798.722752847133,438.7227528471331,False,
200.57341493551908,200.57341493551908,200.83234506448096,201.08259493551907,96,True,315.0,-159.74455056942656,146.240917615711,False,
201.09923506448095,201.09923506448095,201.34950993551908,201.59963506448094,97,True,90.0,-798.722752847133,-438.7227528471331,False,
201.61638493551908,201.61638493551908,201.86646506448093,202.11683493551908,98,False,,,,True,1.0
202.13341006448096,202.13341006448096,202.38371993551908,202.63387006448093,99,True,225.0,-159.74455056942656,-438.7227528471331,False,
202.65061993551907,202.65061993551907,202.90074506448096,203.15101493551907,100,True,315.0,-159.74455056942656,-438.7227528471331,False,
203.16762006448096,203.16762006448096,203.41792993551908,203.66804006448095,101,True,315.0,479.2336517082799,-438.7227528471331,False,
203.68478993551906,203.68478993551906,203.93493006448094,204.18521493551907,102,True,45.0,-798.722752847133,-146.24091761571106,False,
204.20183506448095,204.20183506448095,204.45211493551906,204.70223506448096,103,True,135.0,-479.2336517082798,-146.24091761571106,False,
204.71898493551907,204.71898493551907,204.96915506448096,205.21940493551907,104,True,0.0,479.2336517082799,-438.7227528471331,False,
205.23602506448094,205.23602506448094,205.48632493551906,205.73645006448095,105,True,0.0,798.722752847133,146.240917615711,False,
205.7531999355191,205.7531999355191,206.00333006448093,206.25364493551908,106,True,0.0,159.74455056942668,-438.7227528471331,False,
206.7873999355191,206.7873999355191,207.03751506448094,207.28781993551908,108,True,45.0,-479.2336517082798,-146.24091761571106,False,
207.30443006448093,207.30443006448093,207.55471993551907,207.80483006448094,109,True,45.0,798.722752847133,-438.7227528471331,False,
