start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.447461500016041,3.447461500016041,4.948825700042769,4.948825700042769,4.948825700042769,5.065532999995164,4.948825700042769,5.966300100038759,5.948825700042769,5.966300100038759,7.96807390004117,8.968903299953789,catch,0,0,vis,,,,1.0,-0.13,-2.0175,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
9.302554900010117,9.302554900010117,10.803834299973213,10.803834299973213,10.803834299973213,10.903923500047066,10.803834299973213,11.804657399954275,11.803834299973213,11.804657399954275,13.806347700019368,14.807196099960246,catch,0,0,vis,,,,1.0,-0.13,-1.55,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
15.207569100029767,15.207569100029767,16.708872099939732,16.708872099939732,16.708872099939732,16.808931400018743,17.209254899944177,17.70970249997638,17.708872099939732,17.70970249997638,19.711439000044017,20.712314299956894,vis1,1,0,vis,0.0,0.0,,0.5,-0.13,-1.55,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
20.929374500012024,20.929374500012024,22.430406299952416,22.430406299952416,22.430406299952416,22.53047449998278,22.430406299952416,23.431266499983145,23.430406299952416,23.431266499983145,25.432979199985972,26.433877899960613,catch,0,0,vis,,,,0.5,-0.13,-1.89,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
26.584015799986197,26.584015799986197,28.085245000032707,28.085245000032707,28.085245000032707,28.185351200003176,28.085245000032707,29.086156299986875,29.085245000032707,29.086156299986875,31.087848999953827,32.08867899998743,catch,0,0,vis,,,,0.5,-0.13,-2.0175,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
34.64087710000761,34.64087710000761,36.14219150000438,36.14219150000438,36.14219150000438,36.24227420002874,36.642592600031755,37.14299949998688,37.14219150000438,37.14299949998688,39.14471990004834,40.145583899991585,vis1,1,0,vis,1.0,1.0,,1.0,-0.13,-1.55,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
40.529218699966556,40.529218699966556,42.03054160002805,42.03054160002805,42.03054160002805,42.130662899997084,42.5310337999342,43.03141590004973,43.03054160002805,43.03141590004973,45.033159899941644,46.034150200031696,vis1,1,0,vis,2.0,2.0,,1.0,-0.13,-1.55,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
47.91890789994225,47.91890789994225,49.420167999991214,49.420167999991214,49.420167999991214,49.520303299950434,49.420167999991214,50.42103609996568,50.420167999991214,50.42103609996568,52.422754000008105,53.42368409998901,catch,0,0,vis,,,,0.5,-0.13,-2.0175,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
53.85732030002121,53.85732030002121,55.35867880000453,55.35867880000453,55.35867880000453,55.4587633000426,55.85904890002869,56.35949829995818,56.35867880000453,56.35949829995818,58.36117400002852,59.36207139999326,vis1,1,0,vis,3.0,3.0,,5.0,-0.13,-2.06,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
61.39722879994381,61.39722879994381,62.89837469993811,62.89837469993811,62.89837469993811,62.99856229994632,63.39886819997057,63.8992759000482,63.89837469993811,63.8992759000482,65.9010227999622,66.90188279999141,vis1,1,0,vis,4.0,4.0,,1.0,-0.13,-2.0175,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
