start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
4.247059000024572,4.247059000024572,,5.748559699926525,5.738559699926525,5.848414599962532,6.238559699926525,6.132005199857056,6.749214700024575,,6.749214700024575,8.750967199981213,9.751852599970997,sound1,1,0,sound,0.0,0.0,0.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
10.068788399986923,10.068788399986923,,11.570080499930308,11.560080499930308,11.670178399953992,12.060080499930308,12.054242699939758,12.571166199931875,,12.571166199931875,14.572631100026891,15.573431299833581,sound1,1,0,sound,1.0,1.0,1.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
17.79208049999736,17.79208049999736,,19.29331419996172,19.283314199961723,19.393434000035747,19.783314199961723,19.74374159990996,20.294215599840506,,20.294215599840506,22.295917899880557,23.29677149986103,sound1,1,0,sound,2.0,2.0,2.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
23.763881599830462,23.763881599830462,,25.265109799869357,25.25510979986936,25.365261599954216,25.75510979986936,25.71583689988777,26.265976999953388,,26.265976999953388,28.267759899908675,29.268640899864955,sound1,1,0,sound,3.0,3.0,3.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
33.789265399865805,33.789265399865805,,35.29037709983252,35.28037709983252,35.390498000031336,35.78037709983252,35.707424999980255,36.291352199923246,,36.291352199923246,38.292985899906604,39.29386849987507,sound1,1,0,sound,4.0,4.0,4.0,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
43.781029299899934,43.781029299899934,,45.282331900039686,45.27233190003969,45.382405699996276,45.77233190003969,,46.28321879992448,,46.28321879992448,48.28490070004202,49.28577579983696,sound2,2,0,sound,5.0,5.0,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
50.670259599873795,50.670259599873795,,52.17157499987818,52.17157499987818,52.27164859983325,52.17157499987818,,53.17241889990121,,53.17241889990121,55.17414339987747,56.17497839994915,catch,0,0,sound,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
56.44191899995506,56.44191899995506,,57.943174399968235,57.93317439996824,58.04321490002051,58.43317439996824,58.34346419998631,58.944057099821045,,58.944057099821045,60.94576770004071,61.94659529982321,sound1,1,0,sound,6.0,6.0,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
62.76400949998945,62.76400949998945,,64.26523189998419,64.26523189998419,64.36532900000178,64.76570609986969,64.7490536999628,65.26616660000012,,65.26616660000012,67.2678772998713,68.26873740001768,vis1,3,0,sound,7.0,7.0,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
69.1194185999427,69.1194185999427,,70.62069579988905,70.61069579988904,70.72085649992526,71.11069579988904,70.98768309999444,71.62161310000532,,71.62161310000532,73.62333169982024,74.62417749997415,sound1,1,0,sound,8.0,8.0,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
