start_time,quiescent_start_time,opto_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_time,response_window_stop_time,opto_stop_time,post_response_window_start_time,post_response_window_stop_time,timeout_start_time,timeout_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,TODO_opto_area_name,TODO_opto_area_index,opto_voltage,galvo_voltage_x,galvo_voltage_y,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_repeat,is_opto,is_context_switch
1009.4517827111937,1009.4517827111937,,1010.9530277111936,1010.9583791666666,1011.0531277111936,1011.4583791666666,1011.5868827111937,1011.9538677111937,,1011.9538677111937,1013.9555527111936,,,1014.9564027111936,sound1,1,0,sound,0.0,0,0.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
1017.1248477111936,1017.1248477111936,,1018.6261027111937,1018.6582941666667,1018.7261777111936,1019.1582941666667,1019.1598927111936,1019.6269477111937,,1019.6269477111937,1021.6286277111936,,,1022.6294977111936,sound1,1,0,sound,1.0,1,1.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1024.1641077111935,1024.1641077111935,,1025.6653177111937,1025.6982275,1025.7654527111936,1026.1982275,1026.2159022888065,1026.6661627111937,,1026.6661627111937,1028.6678677111936,,,1029.6764827111936,sound1,1,0,sound,2.0,2,2.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1030.2524927111936,1030.2524927111936,,1031.7537477111937,1031.7781658333333,1031.8538577111935,1032.2781658333333,1032.2541727111936,1032.7545877111936,,1032.7545877111936,1034.7562677111937,,,1035.7570927111935,sound1,1,0,sound,3.0,3,3.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1036.3575827111936,1036.3575827111936,,1037.8755627111937,1037.8981233333332,1037.9756377111937,1038.3981233333332,1038.3927622888064,1038.8764177111937,,1038.8764177111937,1040.8780677111936,,,1041.8789127111936,sound1,1,0,sound,4.0,4,4.0,,,,,,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1042.0624972888065,1042.0624972888065,,1043.5715822888064,1043.5715822888064,1043.6804922888064,1044.0808272888064,1043.9140222888063,1044.5812372888065,,1044.5812372888065,1046.5829372888065,,,1047.5837922888065,vis1,3,0,sound,5.0,5,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1050.8698622888064,1050.8698622888064,,1052.3711472888065,1052.3979558333333,1052.4712072888065,1052.8979558333333,1052.6713872888065,1053.3719622888063,,1053.3719622888063,1055.3736622888066,,,1056.3744572888065,sound1,1,0,sound,6.0,6,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1058.4928972888065,1058.4928972888065,,1059.9941872888064,1060.0178808333333,1060.0942672888063,1060.5178808333333,,1060.9949822888063,,1060.9949822888063,1062.9966822888064,,,1064.0141872888064,sound2,2,0,sound,7.0,7,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1065.5822022888065,1065.5822022888065,,1067.0834422888065,1067.1078483333333,1067.1835272888065,1067.6078483333333,,1068.0842722888065,,1068.0842722888065,1070.0859572888064,,,1071.1034722888064,sound2,2,0,sound,8.0,8,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1073.3387122888064,1073.3387122888064,,1074.8399322888065,1074.8677458333334,1074.9400222888064,1075.3677458333334,1075.1068272888065,1075.8407772888065,,1075.8407772888065,1077.8424322888063,,,1078.8599772888065,sound1,1,0,sound,9.0,9,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1080.7949372888065,1080.7949372888065,,1082.2961772888066,1082.2961772888066,1082.3962872888064,1082.7965972888064,,1083.2970072888065,,1083.2970072888065,1085.3153772888065,,,1086.3162022888064,vis1,3,0,sound,10.0,10,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1088.5847672888065,1088.5847672888065,,1090.0860522888065,1090.0860522888065,1090.1861172888064,1090.5864572888065,1090.4863622888065,1091.0868872888063,,1091.0868872888063,1093.1052472888064,,,1094.1060872888065,vis1,3,0,sound,11.0,11,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1095.2403422888065,1095.2403422888065,,1096.7416172888065,1096.7675691666666,1096.8417172888064,1097.2675691666666,1097.0418672888065,1097.7424622888066,,1097.7424622888066,1099.7608122888064,,,1100.7616322888064,sound1,1,0,sound,12.0,12,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1101.4956072888065,1101.4956072888065,,1102.9968472888065,1102.9968472888065,1103.0969272888065,1103.4972922888064,,1103.9977072888064,,1103.9977072888064,1106.0160172888066,,,1107.0168772888064,vis2,4,0,sound,13.0,13,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1108.4180522888064,1108.4180522888064,,1109.9193422888065,1109.9474383333331,1110.0193772888065,1110.4474383333331,1110.1694077111936,1110.9201722888065,,1110.9201722888065,1112.9385022888064,,,1113.9393372888064,sound1,1,0,sound,14.0,14,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1114.5398422888065,1114.5398422888065,,1116.0410772888065,1116.0673641666667,1116.1411872888063,1116.5673641666667,1116.3245777111936,1117.0419322888065,,1117.0419322888065,1119.0435872888065,,,1120.0610922888065,sound1,1,0,sound,15.0,15,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1121.9627172888065,1121.9627172888065,,1123.4639672888065,1123.4639672888065,1123.5640422888064,1123.9643872888064,,1124.4648372888064,,1124.4648372888064,1126.4831372888066,,,1127.4839872888065,vis2,4,0,sound,16.0,16,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1127.7341127111936,1127.7341127111936,,1129.2353577111937,1129.2353577111937,1129.3354227111936,1129.7357777111936,1129.6356977111936,1130.2361927111936,,1130.2361927111936,1132.2378627111937,,,1133.2553877111936,vis1,3,0,sound,17.0,17,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1133.6223627111935,1133.6223627111935,,1135.1235977111937,1135.1235977111937,1135.2236977111936,1135.6240177111936,,1136.1244327111935,,1136.1244327111935,1138.1427727111936,,,1139.1435877111937,catch,0,0,sound,,18,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1140.5114922888065,1140.5114922888065,,1142.0127472888066,1142.0371183333334,1142.1128272888066,1142.5371183333334,1142.2796772888064,1143.0136022888064,,1143.0136022888064,1145.0319522888065,,,1146.0327422888065,sound2,2,0,sound,18.0,19,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1146.8668122888066,1146.8668122888066,,1148.3847272888065,1148.3847272888065,1148.4847872888065,1148.8851272888064,,1149.3855422888064,,1149.3855422888064,1151.4038872888063,,,1152.4046872888066,vis2,4,0,sound,19.0,20,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1155.2904122888065,1155.2904122888065,,1156.7916672888066,1156.7916672888066,1156.8917472888065,1157.2920722888064,1157.1920022888064,1157.7924922888064,,1157.7924922888064,1159.8108522888065,,,1160.8116372888064,vis1,3,0,sound,20.0,21,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1161.0284177111937,1161.0284177111937,,1162.5463427111936,1162.5463427111936,1162.6464177111936,1163.0467477111936,,1163.5471777111936,,1163.5471777111936,1165.5654927111937,,,1166.5663077111935,vis2,4,0,sound,21.0,22,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1167.6004877111936,1167.6004877111936,,1169.1184227111935,1169.146865,1169.2185327111936,1169.646865,1169.4520377111937,1170.1192377111936,,1170.1192377111936,1172.1209277111936,,,1173.1384177111936,sound2,2,0,sound,22.0,23,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1174.1725977111937,1174.1725977111937,,1175.6905377111937,1175.6905377111937,1175.7905877111937,1176.1909677111937,,1176.6913627111935,,1176.6913627111935,1178.6930227111936,,,1179.7105177111937,catch,0,0,sound,,24,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1180.0107777111937,1180.0107777111937,,1181.5119777111936,1181.5367574999998,1181.6120977111937,1182.0367574999998,1181.7956672888065,1182.5295177111936,,1182.5295177111936,1184.5312027111936,,,1185.5320177111937,sound2,2,0,sound,23.0,25,,,,,,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1186.2660522888063,1186.2660522888063,,1187.7672922888064,1187.7672922888064,1187.8673872888064,1188.2676822888063,,1188.7681222888064,,1188.7681222888064,1190.7864422888065,,,1191.7873122888066,vis2,4,0,sound,24.0,26,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1192.3544172888064,1192.3544172888064,,1193.8723272888064,1193.896625,1193.9724272888066,1194.396625,1194.1891677111937,1194.8731922888064,,1194.8731922888064,1196.8915172888064,,,1197.8923522888065,sound1,1,0,sound,25.0,27,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1199.6270822888064,1199.6270822888064,,1201.1450472888064,1201.1765424999999,1201.2451122888065,1201.6765424999999,,1202.1458822888064,,1202.1458822888064,1204.1641772888065,,,1205.1650272888064,sound2,2,0,sound,26.0,28,,,,,,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1205.6654572888065,1205.6654572888065,,1207.1833722888066,1207.2065175,1207.2834222888064,1207.7065175,1207.4836122888064,1208.1841922888063,,1208.1841922888063,1210.1858822888064,,,1211.2033522888064,sound1,1,0,sound,27.0,29,,,,,,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1212.6210927111936,1212.6210927111936,,1214.1390327111935,1214.1390327111935,1214.2390977111936,1214.6394277111938,,1215.1398377111936,,1215.1398377111936,1217.1414927111937,,,1218.1590277111936,catch,0,0,sound,,30,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
