start_time,stim_start_time,stim_stop_time,stop_time,index,is_AM_noise,is_pure_tone,freq
91.41058656059455,91.41519333333332,91.66519333333332,91.91102156059455,2,True,False,80.0
91.92763343940544,91.96471749999998,92.21471749999998,92.42801843940545,3,False,True,13000.0
92.44477156059455,92.48529083333331,92.73529083333331,92.94522656059455,4,False,True,16000.0
92.96181843940545,92.99515749999998,93.24515749999998,93.46225843940545,5,True,False,12.0
94.51319156059455,94.54513333333331,94.79513333333331,95.01360656059455,8,True,False,0.0
97.09861343940544,97.13473583333331,97.38473583333331,97.59904343940545,13,False,True,13000.0
100.71837156059455,100.75523083333331,101.00523083333331,101.21879156059455,20,False,True,14000.0
101.23537843940544,101.27506999999997,101.52506999999997,101.73579343940544,21,False,True,8000.0
101.75254656059454,101.78499083333331,102.03499083333331,102.25299156059455,22,False,True,12000.0
102.26957343940545,102.30507499999997,102.55507499999997,102.77002843940544,23,True,False,80.0
105.37217843940545,105.40503499999998,105.65503499999998,105.87258343940545,29,True,False,40.0
105.88933656059454,105.92504166666664,106.17504166666664,106.38977156059454,30,False,True,4000.0
106.40639343940545,106.44503666666665,106.69503666666665,106.90679843940545,31,True,False,20.0
107.45722843940544,107.49500083333332,107.74500083333332,107.95767343940544,33,False,True,10000.0
109.00863156059455,109.04498499999998,109.29498499999998,109.50904656059454,36,False,True,8000.0
110.55983343940545,110.58497583333332,110.83497583333332,111.06025843940544,39,True,False,80.0
111.07701156059456,111.10484749999998,111.35484749999998,111.57742156059454,40,False,True,9000.0
116.78169843940545,116.80533749999998,117.05533749999998,117.28212343940544,51,False,True,7000.0
118.33307156059455,118.35503416666664,118.60503416666664,118.83347156059455,54,False,True,7000.0
119.36728656059455,119.39510749999998,119.64510749999998,119.86771156059454,56,False,True,14000.0
119.88430843940544,119.91504083333331,120.16504083333331,120.38471843940545,57,False,True,7000.0
121.96937343940544,121.99488416666664,122.24488416666664,122.46978343940545,61,True,False,40.0
124.55491156059455,124.58486083333331,124.83486083333331,125.05536656059455,66,False,True,14000.0
125.07191843940545,125.09475083333332,125.34475083333332,125.57237843940544,67,False,True,11000.0
127.65749656059455,127.68440666666665,127.93440666666665,128.15797156059455,72,False,True,5000.0
128.70839156059455,128.73488416666666,128.98488416666666,129.20880656059455,74,False,True,12000.0
134.91356156059456,134.94473666666664,135.19473666666664,135.41398656059457,86,True,False,12.0
139.58409343940545,139.6165808333333,139.8665808333333,140.08450343940547,95,False,True,15000.0
142.70334343940547,142.72463416666665,142.97463416666665,143.20374343940546,101,False,True,6000.0
144.77173343940547,144.79492916666663,145.04492916666663,145.27213843940547,105,False,True,7000.0
147.87434843940545,147.9045958333333,148.1545958333333,148.37475343940545,111,False,True,8000.0
153.06199843940547,153.0845758333333,153.3345758333333,153.56243343940545,121,False,True,9000.0
154.61335156059457,154.64455999999998,154.89455999999998,155.11378156059456,124,False,True,13000.0
155.13036843940546,155.1552233333333,155.4052233333333,155.63080843940546,125,False,True,15000.0
156.16457343940544,156.19453249999998,156.44453249999998,156.67279843940545,127,False,True,6000.0
158.24965343940548,158.2745083333333,158.5245083333333,158.75007343940547,131,True,False,40.0
158.76682656059455,158.79450916666664,159.04450916666664,159.26724156059456,132,False,True,6000.0
163.43734843940547,163.46425749999997,163.71425749999997,163.93773343940546,141,False,True,5000.0
164.98871156059454,165.0144325,165.2644325,165.48914656059455,144,False,True,8000.0
174.31318156059456,174.34434916666666,174.59434916666666,174.81358156059457,162,True,False,40.0
175.86441343940547,175.8944733333333,176.1444733333333,176.36481843940547,165,False,True,14000.0
177.43244656059457,177.4544658333333,177.7044658333333,177.93287656059456,168,False,True,12000.0
179.50082156059455,179.52429416666664,179.77429416666664,180.00124156059456,172,False,True,4000.0
180.53503156059455,180.56461666666664,180.81461666666664,181.03546656059456,174,False,True,16000.0
181.05206343940546,181.07427916666663,181.32427916666663,181.55249843940547,175,True,False,0.0
187.27391343940548,187.3044708333333,187.5544708333333,187.77437343940545,187,False,True,13000.0
188.30813343940545,188.3341108333333,188.5841108333333,188.80854843940546,189,False,True,11000.0
188.82530156059457,188.85402416666665,189.10402416666665,189.32570156059455,190,False,True,5000.0
191.94457656059456,191.97419749999997,192.22419749999997,192.44499656059455,196,True,False,80.0
193.49579343940545,193.52425999999997,193.77425999999997,193.99620843940545,199,False,True,11000.0
194.53001843940547,194.55414416666665,194.80414416666665,195.03040843940545,201,False,True,4000.0
195.56419343940547,195.59412916666665,195.84412916666665,196.06462843940545,203,False,True,6000.0
196.59840343940544,196.6241183333333,196.8741183333333,197.11547343940546,205,False,True,4000.0
200.23487656059456,200.26411416666664,200.51411416666664,200.73527656059454,212,True,False,12.0
203.33745656059455,203.36416249999996,203.61416249999996,203.83783656059455,218,False,True,10000.0
203.85446343940546,203.8839708333333,204.1339708333333,204.35486343940548,219,False,True,10000.0
206.97374343940547,207.00169916666664,207.25169916666664,207.47415843940547,225,False,True,15000.0
209.04214843940545,209.07400166666665,209.32400166666665,209.54255843940547,229,False,True,12000.0
211.12720843940545,211.15397249999998,211.40397249999998,211.62762343940545,233,True,False,20.0
213.71274656059455,213.74391166666663,213.99391166666663,214.21321656059456,238,False,True,16000.0
217.34910843940546,217.37394333333333,217.62394333333333,217.84949343940545,245,True,False,0.0
217.86624656059456,217.8940558333333,218.1440558333333,218.36670156059455,246,False,True,9000.0
218.38330843940545,218.41392666666664,218.66392666666664,218.88369843940546,247,True,False,0.0
219.41748343940546,219.4437308333333,219.6937308333333,219.91790843940547,249,False,True,11000.0
221.48591843940545,221.5142758333333,221.7642758333333,221.98631843940547,253,False,True,5000.0
224.60512343940545,224.63376333333332,224.88376333333332,225.10559343940545,259,False,True,10000.0
226.15655656059457,226.18415249999998,226.43415249999998,226.65695656059455,262,False,True,16000.0
227.70774343940548,227.7338433333333,227.9838433333333,228.20815843940545,265,True,False,12.0
228.22491156059456,228.25405749999996,228.50405749999996,228.72535656059455,266,False,True,9000.0
230.82705343940546,230.85260166666663,231.10260166666663,231.32745343940545,271,False,True,15000.0
232.39509656059454,232.42379333333332,232.67379333333332,232.89550656059455,274,True,False,20.0
232.91210343940546,232.94379666666666,233.19379666666666,233.41252843940546,275,True,False,20.0
234.98052343940546,235.00386583333332,235.25386583333332,235.48091343940547,279,False,True,8000.0
236.01471343940545,236.04375249999998,236.29375249999998,236.53180343940545,281,False,True,4000.0
237.06559843940548,237.09373999999997,237.34373999999997,237.56601843940547,283,False,True,8000.0
238.09979843940548,238.12372749999997,238.37372749999997,238.60021843940547,285,False,True,6000.0
239.66786656059455,239.69373499999998,239.94373499999998,240.16824656059455,288,True,False,40.0
240.70203656059456,240.73297916666664,240.98297916666664,241.20245656059456,290,False,True,15000.0
243.30414343940546,243.33369083333332,243.58369083333332,243.80479843940546,295,True,False,0.0
246.94059656059454,246.96362416666665,247.21362416666665,247.44099156059454,302,False,True,4000.0
249.00899656059454,249.0338083333333,249.2838083333333,249.50942656059456,306,False,True,10000.0
251.09412156059457,251.12361666666663,251.37361666666663,251.59452656059455,310,True,False,40.0
